target,filter,cluster,_RAJ2000,_DEJ2000,S/N,Teff,logg,gamma,Ks,RV,e_RV,logL
07381024-3827539,665,NGC2451a,114.54267,-38.465,46.85,3725,4.459,0.835,13.212,23.08,0.28,-1.85
07381204-3831241,665,NGC2451a,114.55017,-38.5234,97.42,5203,3.326,0.997,12.568,67.94,0.28,-1.49
07381460-3846037,665,NGC2451a,114.56083,-38.7677,57.31,4668,2.792,1.014,12.721,120.06,0.28,-1.6
07381506-3834334,665,NGC2451a,114.56275,-38.5759,78.72,4505,2.208,1.024,12.147,102.99,0.25,-1.41
07381660-3847181,665,NGC2451a,114.56917,-38.7884,45.97,4776,3.05,1.011,12.368,59.79,0.32,-1.46
07381675-3838082,665,NGC2451a,114.56979,-38.6356,91.36,4871,2.609,1.013,11.062,28.22,0.25,-0.89
07381734-3840111,665,NGC2451a,114.57225,-38.6698,72.24,4705,2.36,1.018,12.723,96.68,0.28,-1.59
07381737-3828122,665,NGC2451a,114.57237,-38.4701,26.2,3499,3.494,0.942,13.584,96.54,2.33,-2.02
07381800-3834572,665,NGC2451a,114.575,-38.5826,69.09,4718,2.545,1.017,11.435,69.14,0.26,-1.06
07381885-3834251,665,NGC2451a,114.57854,-38.5736,45.82,4662,2.532,1.021,11.89,91.1,0.29,-1.27
07381931-3841022,665,NGC2451a,114.58046,-38.6839,61.99,4954,2.723,1.011,11.821,97.75,0.27,-1.2
07381938-3835077,665,NGC2451a,114.58075,-38.5855,82.9,4539,2.224,1.017,12.436,126.2,0.26,-1.51
07382111-3835284,665,NGC2451a,114.58796,-38.5912,105.65,4985,2.611,1.01,12.473,58.17,0.26,-1.45
07382227-3837064,665,NGC2451a,114.59279,-38.6184,90.91,4925,2.377,1.012,12.607,47.84,0.27,-1.54
07382256-3828391,665,NGC2451a,114.594,-38.4775,72.49,4764,2.674,1.019,12.438,99.83,0.26,-1.48
07382382-3835577,665,NGC2451a,114.59925,-38.5994,138.46,4855,3.21,1.002,10.36,-3.89,0.25,-0.57
07382495-3832323,665,NGC2451a,114.60396,-38.5423,59.53,4923,2.619,1.011,11.13,124.24,0.29,-0.93
07382656-3833477,665,NGC2451a,114.61067,-38.5632,41,4999,2.631,1.015,11.925,64.51,0.29,-1.27
07382664-3839208,665,NGC2451a,114.611,-38.6558,71.11,3846,3.753,0.915,12.469,57.68,0.36,-1.57
07382672-3833094,665,NGC2451a,114.61133,-38.5526,35.74,4693,2.675,1.012,12.014,112.96,0.33,-1.32
07382830-3847277,665,NGC2451a,114.61792,-38.791,97.98,5085,3.138,1.013,10.901,49.03,0.26,-0.82
07382832-3843314,665,NGC2451a,114.618,-38.7254,72.04,4914,3.031,1.01,11.655,16.54,0.27,-1.11
07382880-3840344,665,NGC2451a,114.62,-38.6762,70.75,4620,2.656,1.014,12.463,149.59,0.27,-1.5
07383147-3838329,665,NGC2451a,114.63113,-38.6425,106.85,4846,3.06,1.019,12.271,64.16,0.25,-1.39
07383202-3840431,665,NGC2451a,114.63342,-38.6786,14.35,3107,4.785,0.873,13.358,14.17,0.72,-1.98
07383377-3831065,665,NGC2451a,114.64071,-38.5185,46.72,3823,4.608,0.861,13.252,46.48,0.3,-1.88
07383408-3843567,665,NGC2451a,114.642,-38.7324,107.23,4928,2.615,1.018,10.473,46.96,0.25,-0.66
07383440-3841049,665,NGC2451a,114.64333,-38.6847,86.49,4354,2.641,1.013,10.98,17.76,0.25,-0.91
07383457-3844519,665,NGC2451a,114.64404,-38.7478,115.43,4931,2.579,1.011,10.546,119.99,0.25,-0.69
07383555-3744530,665,NGC2451a,114.64812,-37.7481,55.48,4791,2.742,1.011,12.806,101.48,0.3,-1.63
07383609-3841124,665,NGC2451a,114.65038,-38.6868,82.66,4518,2.595,1.009,12.32,105.94,0.25,-1.44
07383736-3842303,665,NGC2451a,114.65567,-38.7084,45.11,4592,2.399,1.014,12.03,104.39,0.28,-1.32
07384051-3833333,665,NGC2451a,114.66879,-38.5592,57.19,4918,3.134,1.001,12.789,117.46,0.3,-1.65
07384076-3743189,665,NGC2451a,114.66983,-37.7219,12.66,3297,3.615,0.856,13.669,-6.1,0.8,-2.08
07384191-3741009,665,NGC2451a,114.67463,-37.6836,68.04,4356,4.56,0.912,13.162,29.91,0.28,-1.75
07384304-3849307,665,NGC2451a,114.67933,-38.8252,146.76,6373,3.924,1.003,10.908,31.32,0.28,-0.47
07384387-3841003,665,NGC2451a,114.68279,-38.6834,37.63,3594,4.65,0.822,13.292,36.44,0.32,-1.87
07384511-3839073,665,NGC2451a,114.68796,-38.652,32.25,4340,4.334,0.942,11.552,19.17,0.36,-1.06
07384523-3836443,665,NGC2451a,114.68846,-38.6123,49.01,4980,2.708,1.028,11.98,59.83,0.32,-1.25
07384783-3837529,665,NGC2451a,114.69929,-38.6314,86.45,4931,3.132,1.005,10.723,50.74,0.26,-0.73
07384862-3736333,665,NGC2451a,114.70258,-37.6093,104.99,5079,2.782,1.008,10.83,32.73,0.27,-0.76
07384988-3737119,665,NGC2451a,114.70783,-37.62,92.04,4475,2.581,1.005,10.714,100.59,0.25,-0.77
07385022-3734526,665,NGC2451a,114.70925,-37.5813,68.77,4801,2.495,1.025,11.286,107.25,0.26,-1.02
07385056-3736319,665,NGC2451a,114.71067,-37.6089,46.09,4789,2.563,1.01,13.569,101.73,0.32,-1.95
07385057-3842320,665,NGC2451a,114.71071,-38.7089,128.75,4993,2.702,1.017,10.259,33.33,0.25,-0.52
07385064-3746590,665,NGC2451a,114.711,-37.7831,60.32,3595,4.627,0.822,12.464,14.13,0.28,-1.55
07385094-3741136,665,NGC2451a,114.71225,-37.6871,72.36,4606,2.257,1.027,12.885,137.05,0.26,-1.67
07385136-3839011,665,NGC2451a,114.714,-38.6503,72.08,4974,2.635,1.017,11.103,59.67,0.28,-0.9
07385292-3740189,665,NGC2451a,114.7205,-37.6719,106.39,4461,4.405,0.943,10.205,37.64,0.25,-0.5
07385302-3748376,665,NGC2451a,114.72092,-37.8104,57.55,4770,2.189,1.017,11.454,87.07,0.34,-1.12
07385601-3745415,665,NGC2451a,114.73338,-37.7615,69.76,4642,4.486,0.952,11.427,35.29,0.27,-1.01
07385667-3745082,665,NGC2451a,114.73613,-37.7523,103.66,4689,2.275,1.019,12.34,92.93,0.25,-1.46
07385704-3839471,665,NGC2451a,114.73767,-38.6631,39.33,4429,2.377,1.019,12.005,110.67,0.29,-1.32
07385783-3840520,665,NGC2451a,114.74096,-38.6811,49.26,4725,2.627,1.012,11.381,39.85,0.3,-1.02
07385970-3744072,665,NGC2451a,114.74875,-37.7353,102.69,4902,2.983,1.017,10.935,37.49,0.25,-0.83
07385994-3742511,665,NGC2451a,114.74975,-37.7142,88.96,4400,2.567,1.015,10.859,34.86,0.25,-0.86
07390133-3733118,665,NGC2451a,114.75554,-37.5533,72.25,4961,3.04,1.011,11.341,44.19,0.28,-0.97
07390215-3749374,665,NGC2451a,114.75896,-37.8271,43.41,4321,2.05,1.017,12.093,84.59,0.26,-1.35
07390226-3751271,665,NGC2451a,114.75942,-37.8575,49.87,4884,3.9,1.011,13.211,432.88,0.33,-1.79
07390782-3741058,665,NGC2451a,114.78258,-37.6849,47.03,5092,2.844,1.009,12.02,59.8,0.31,-1.29
07390813-3740193,665,NGC2451a,114.78387,-37.672,45.29,4012,4.551,0.894,13.59,25.85,0.31,-1.95
07390879-3746434,665,NGC2451a,114.78663,-37.7787,71.04,4669,2.742,1.006,11.59,43.96,0.26,-1.09
07390913-3741475,665,NGC2451a,114.78804,-37.6965,95.14,4900,2.582,1.016,12.481,116.91,0.26,-1.48
07390938-3752343,665,NGC2451a,114.78908,-37.8762,64.5,4826,2.665,1.013,12.661,111.14,0.27,-1.55
07391084-3739216,665,NGC2451a,114.79517,-37.656,102.14,5524,4.43,0.985,11.329,16.3,0.26,-0.81
07391257-3741560,665,NGC2451a,114.80238,-37.6989,77.69,5020,3.458,0.995,11.442,45.93,0.26,-0.96
07391308-3743244,665,NGC2451a,114.8045,-37.7234,60.27,4606,2.366,1.019,11.616,58.92,0.27,-1.16
07391413-3733204,665,NGC2451a,114.80888,-37.5557,66.1,4878,2.586,1.018,11.253,30.29,0.27,-0.98
07391476-3748459,665,NGC2451a,114.8115,-37.8128,102.42,4794,2.421,1.021,12.472,100.33,0.25,-1.47
07391487-3740378,665,NGC2451a,114.81196,-37.6772,63.02,4929,2.611,1.013,11.634,119.98,0.27,-1.14
07391501-3737095,665,NGC2451a,114.81254,-37.6193,96.99,5561,3.7,1.006,11.188,-20.82,0.31,-0.8
07391513-3748595,665,NGC2451a,114.81304,-37.8165,71.31,4637,2.666,1.013,11.286,75.91,0.26,-1.02
07391587-3740109,665,NGC2451a,114.81613,-37.6697,49.67,3954,4.63,0.836,12.688,17.92,0.3,-1.61
07391623-3735349,665,NGC2451a,114.81763,-37.593,95.21,4632,2.641,1.016,12.254,102.22,0.25,-1.41
07391713-3750138,665,NGC2451a,114.82138,-37.8372,87.51,4734,2.418,1.021,10.961,93.64,0.25,-0.87
07391730-3750455,665,NGC2451a,114.82208,-37.846,50.84,4939,3.28,1.009,12.136,52.17,0.3,-1.32
07391737-3739557,665,NGC2451a,114.82237,-37.6655,78.89,4894,3.18,1.012,12.767,61.29,0.26,-1.6
07391800-3746070,665,NGC2451a,114.825,-37.7686,87.75,4888,2.501,1.015,12.555,104.79,0.26,-1.53
07391839-3732234,665,NGC2451a,114.82663,-37.5398,24.24,3521,4.353,0.835,11.794,62.26,0.35,-1.29
07391853-3733431,665,NGC2451a,114.82721,-37.562,47.57,4880,2.653,1.008,11.911,46.18,0.31,-1.28
07391873-3732413,665,NGC2451a,114.82804,-37.5448,58.71,5116,3.585,0.993,11.413,40.39,0.39,-0.94
07392014-3736599,665,NGC2451a,114.83392,-37.6166,162.87,6583,4.189,0.997,10.925,33.46,0.28,-0.42
07392024-3742015,665,NGC2451a,114.83433,-37.7004,54.87,4929,2.557,1.039,13.561,113.78,0.29,-1.92
07392047-3733111,665,NGC2451a,114.83529,-37.5531,15.64,3161,4.84,0.857,12.593,482.47,2.11,-1.66
07392144-3730445,665,NGC2451a,114.83933,-37.5124,21.46,4535,2.478,1.009,13.616,73.7,0.75,-2.02
07392176-3737445,665,NGC2451a,114.84067,-37.629,64.39,4465,2.709,1,11.615,24.68,0.26,-1.12
07392223-3747283,665,NGC2451a,114.84263,-37.7912,51.25,4582,2.605,1.008,11.957,77.13,0.29,-1.29
07392234-3745147,665,NGC2451a,114.84308,-37.7541,101.52,4314,2.912,0.991,12.202,-46.03,0.39,-1.4
07392274-3733545,665,NGC2451a,114.84475,-37.5651,72.18,5637,4.457,0.978,11.187,38.82,0.27,-0.74
07392321-3746057,665,NGC2451a,114.84671,-37.7683,82.26,4901,4.584,0.969,11.859,38.13,0.27,-1.08
07392423-3749565,665,NGC2451a,114.85096,-37.8324,91.88,4606,2.425,1.014,10.967,83.26,0.25,-0.87
07392457-3753087,665,NGC2451a,114.85237,-37.8858,55.63,4757,2.213,1.016,11.682,102.39,0.29,-1.16
07392465-3732133,665,NGC2451a,114.85271,-37.537,96.23,4863,2.544,1.013,12.242,93.96,0.26,-1.4
07392545-3749418,665,NGC2451a,114.85604,-37.8283,119.57,4980,2.798,1.011,10.719,41.99,0.25,-0.73
07392615-3752460,665,NGC2451a,114.85896,-37.8794,99.57,4766,2.722,1.015,10.688,29.97,0.25,-0.75
07392658-3743127,665,NGC2451a,114.86075,-37.7202,65.98,4830,2.856,1.007,11.254,13.26,0.28,-0.98
07392888-3745283,665,NGC2451a,114.87033,-37.7579,85.98,4971,2.76,1.011,12.613,119.47,0.27,-1.55
07392958-3738472,665,NGC2451a,114.87325,-37.6464,65.15,3741,4.588,0.826,12.514,-0.08,0.26,-1.57
07393086-3737437,665,NGC2451a,114.87858,-37.6288,55.2,4948,3.72,0.996,13.478,50.68,0.3,-1.87
07393097-3750264,665,NGC2451a,114.87904,-37.8407,60.43,4684,2.962,0.998,11.991,70.8,0.27,-1.26
07393139-3732012,665,NGC2451a,114.88079,-37.5337,59.12,4914,2.56,1.014,11.296,74.53,0.28,-1.02
07393142-3737498,665,NGC2451a,114.88092,-37.6305,64.42,4614,2.647,1.009,11.589,18.76,0.26,-1.14
07393255-3730216,665,NGC2451a,114.88563,-37.506,64.66,4835,3.095,1.006,11.154,49.25,0.26,-0.93
07393273-3741089,665,NGC2451a,114.88638,-37.6858,104.24,4895,3.151,0.997,11.189,12.88,0.25,-0.87
07393494-3738393,665,NGC2451a,114.89558,-37.6443,200.83,5027,4.374,0.978,10.079,12.11,0.25,-0.29
07393567-3733327,665,NGC2451a,114.89863,-37.5591,84.83,4750,2.599,1.009,12.447,87.34,0.26,-1.49
07393597-3737281,665,NGC2451a,114.89987,-37.6245,45.74,4796,2.472,1.017,12.013,46.09,0.29,-1.32
07393616-3752220,665,NGC2451a,114.90067,-37.8728,50.37,4789,3.696,0.982,12.237,46.98,0.28,-1.31
07393710-3744004,665,NGC2451a,114.90458,-37.7334,80.68,4860,2.628,1.01,12.723,79.21,0.26,-1.61
07393749-3750428,665,NGC2451a,114.90621,-37.8452,19.68,3122,5.105,0.87,13.307,23.94,0.77,-1.95
07393913-3730388,665,NGC2451a,114.91304,-37.5108,21.78,3298,4.637,0.851,12.444,24.26,0.43,-1.58
07393946-3743533,665,NGC2451a,114.91442,-37.7315,40.5,3316,4.643,0.843,12.765,26.18,0.34,-1.71
07394191-3731504,665,NGC2451a,114.92463,-37.5307,77.13,4843,2.415,1.014,12.4,87.06,0.26,-1.48
07394228-3750300,665,NGC2451a,114.92617,-37.8417,105.27,4996,2.285,1.011,12.346,191.24,0.29,-1.39
07394353-3735065,665,NGC2451a,114.93138,-37.5851,75.54,4610,4.451,0.953,11.465,-5.43,0.26,-1
07394392-3744056,665,NGC2451a,114.933,-37.7349,86.45,4449,2.613,1.007,12.556,59.46,0.25,-1.53
07394512-3718189,665,NGC2451a,114.938,-37.3053,33.19,4878,2.536,1.016,12.775,99.76,0.32,-1.65
07394638-3741448,665,NGC2451a,114.94325,-37.6958,45.33,4980,2.765,1.007,13.699,142.78,0.34,-1.99
07394685-3719410,665,NGC2451a,114.94521,-37.3281,14.23,3692,3.862,0.874,12.739,35.22,0.62,-1.65
07394825-3749329,665,NGC2451a,114.95104,-37.8258,45.9,4760,2.71,1.018,12.042,106.09,0.29,-1.34
07394937-3735593,665,NGC2451a,114.95571,-37.5998,59.29,4822,2.646,1.019,13.137,94.78,0.29,-1.77
07394982-3716248,665,NGC2451a,114.95758,-37.2736,55.01,5041,3.26,1.014,12.578,52.92,0.31,-1.54
07395131-3743160,665,NGC2451a,114.96379,-37.7211,94.25,4363,2.466,1.007,12.512,51.31,0.24,-1.52
07395148-3720415,665,NGC2451a,114.9645,-37.3449,25.43,4805,3.162,0.993,13.41,135.31,0.44,-1.91
07395257-3731161,665,NGC2451a,114.96904,-37.5211,71.17,4833,2.504,1.018,12.55,88.51,0.27,-1.53
07395273-3730001,665,NGC2451a,114.96971,-37.5,45.31,5543,4.623,0.984,11.685,36.77,0.31,-0.98
07395446-3738268,665,NGC2451a,114.97692,-37.6408,57.99,4703,2.834,1.01,11.65,137.68,0.27,-1.18
07395545-3715188,665,NGC2451a,114.98104,-37.2552,31.63,4969,2.583,1.018,13.424,104.9,0.4,-1.89
07395652-3744519,665,NGC2451a,114.9855,-37.7478,47.06,4773,2.206,1.014,12.198,51.49,0.32,-1.38
07395656-3718324,665,NGC2451a,114.98567,-37.309,33.15,4989,2.652,1.009,13.347,131.94,0.41,-1.89
07395719-3724385,665,NGC2451a,114.98829,-37.4107,49.2,5038,3.312,1.001,11.551,28.12,0.31,-1.04
07395734-3740185,665,NGC2451a,114.98892,-37.6718,44.98,5079,3.052,1.008,12.028,73.7,0.41,-1.3
07395886-3711553,665,NGC2451a,114.99525,-37.1987,50.1,4818,2.64,1.04,11.888,21.07,0.31,-1.28
07400010-3740221,665,NGC2451a,115.00042,-37.6728,102.39,4735,2.506,1.015,10.532,68.46,0.25,-0.7
07400053-3738383,665,NGC2451a,115.00221,-37.644,22.1,3437,4.248,0.853,13.552,16.3,0.39,-2.03
07400116-3732174,665,NGC2451a,115.00483,-37.5382,68.75,4570,2.567,1.02,12.387,124.7,0.26,-1.49
07400184-3715455,665,NGC2451a,115.00767,-37.2626,138.02,5913,4.356,0.992,11.292,24.75,0.25,-0.68
07400346-3715395,665,NGC2451a,115.01442,-37.261,49.07,4890,2.116,1.042,12.954,93.55,0.3,-1.7
07400390-3732573,665,NGC2451a,115.01625,-37.5493,30.99,4827,4.756,0.965,11.596,61.95,0.33,-1.02
07400429-3711429,665,NGC2451a,115.01788,-37.1953,44.33,4830,2.58,1.016,12.808,67.17,0.37,-1.65
07400608-3713242,665,NGC2451a,115.02533,-37.2234,73.35,4746,3,1.009,11.428,45.36,0.26,-1.07
07400622-3723049,665,NGC2451a,115.02592,-37.3847,47.8,4939,2.856,1.012,12.834,62.22,0.31,-1.66
07400739-3718003,665,NGC2451a,115.03079,-37.3001,50.75,5025,3.411,0.994,12.97,29.66,0.42,-1.7
07400741-3745403,665,NGC2451a,115.03087,-37.7612,94.98,4919,2.556,1.012,12.327,86.11,0.26,-1.43
07400901-3719596,665,NGC2451a,115.03754,-37.3332,52.09,4563,2.676,1.007,12.668,73.42,0.27,-1.62
07400903-3741350,665,NGC2451a,115.03763,-37.6931,70.02,5679,4.227,0.996,10.492,78.01,0.33,-0.35
07400914-3738528,665,NGC2451a,115.03808,-37.648,47.57,4913,3.11,1.01,13.345,126.63,0.31,-1.85
07400957-3735000,665,NGC2451a,115.03987,-37.5833,80.36,5431,3.662,1.004,11.726,63.27,0.45,-1.01
07401029-3737204,665,NGC2451a,115.04288,-37.6223,73.32,3750,4.59,0.843,12.184,12.69,0.27,-1.44
07401089-3720068,665,NGC2451a,115.04538,-37.3352,163.19,6194,4.294,0.997,10.695,23.39,0.29,-0.37
07401119-3742127,665,NGC2451a,115.04663,-37.7035,57.76,4786,2.888,1.008,11.673,58.12,0.27,-1.18
07401130-3719361,665,NGC2451a,115.04708,-37.3267,65.75,3891,4.449,0.886,10.951,23.2,0.28,-0.91
07401148-3732225,665,NGC2451a,115.04783,-37.5396,44.05,5078,2.721,1.011,12.622,100.56,0.3,-1.56
07401176-3738470,665,NGC2451a,115.049,-37.6464,42.21,4952,2.669,1.011,12.103,55.61,0.31,-1.33
07401224-3744424,665,NGC2451a,115.051,-37.7451,50.3,4982,2.57,1.02,12.022,105.73,0.55,-1.27
07401237-3734292,665,NGC2451a,115.05154,-37.5748,71.13,4817,2.686,1.014,12.375,86.79,0.26,-1.45
07401248-3733385,665,NGC2451a,115.052,-37.5607,131.75,5820,4.399,0.991,10.562,34.78,0.27,-0.4
07401468-3735120,665,NGC2451a,115.06117,-37.5867,67.36,4370,2.63,1.024,11.028,57.94,0.25,-0.94
07401483-3727350,665,NGC2451a,115.06179,-37.4597,26.9,4986,3.284,1.006,13.296,97.43,0.47,-1.82
07401514-3715382,665,NGC2451a,115.06308,-37.2606,64.71,5284,3.458,1.002,12.139,59.11,0.33,-1.27
07401589-3716517,665,NGC2451a,115.06621,-37.281,33.2,4913,2.462,1.014,13.609,75.43,0.36,-1.99
07401605-3714069,665,NGC2451a,115.06688,-37.2353,120.04,4990,2.53,1.018,10.503,35.52,0.26,-0.69
07401627-3709304,665,NGC2451a,115.06779,-37.1584,36.07,3906,4.702,0.833,13.084,38.14,0.34,-1.78
07401699-3744450,665,NGC2451a,115.07079,-37.7458,90.64,4993,2.682,1.02,12.303,34.62,0.26,-1.4
07401722-3736384,665,NGC2451a,115.07175,-37.6107,172.24,5406,4.319,0.99,10.365,23.52,0.25,-0.33
07401794-3707118,665,NGC2451a,115.07475,-37.1199,43.44,5742,3.65,0.998,10.665,98.93,0.62,-0.34
07401851-3733007,665,NGC2451a,115.07713,-37.5502,96.56,6113,4.099,1,11.065,32.98,0.31,-0.54
07401895-3727559,665,NGC2451a,115.07896,-37.4655,31.59,3374,4.698,0.843,12.151,23.38,0.39,-1.46
07401958-3739427,665,NGC2451a,115.08158,-37.6619,51.9,5000,2.688,1.014,12.844,127.38,0.32,-1.65
07401997-3717302,665,NGC2451a,115.08321,-37.2917,40.23,5090,2.849,1.009,13.118,112.37,0.54,-1.8
07402033-3710511,665,NGC2451a,115.08471,-37.1809,73.58,4861,3.14,1.005,11.547,0.55,0.27,-1.11
07402127-3737351,665,NGC2451a,115.08862,-37.6264,76.41,4756,2.563,1.01,12.463,95.61,0.26,-1.5
07402142-3725461,665,NGC2451a,115.08925,-37.4295,69.54,4481,2.28,1.017,11.889,100.58,0.26,-1.31
07402151-3726104,665,NGC2451a,115.08963,-37.4362,82.21,4352,4.806,0.923,11.541,11.87,0.26,-1.05
07402204-3725362,665,NGC2451a,115.09183,-37.4267,24.69,5946,4.013,0.999,11.094,57.43,1.47,-0.59
07402237-3709463,665,NGC2451a,115.09321,-37.1629,52.27,5097,3.364,0.999,11.876,61.83,0.3,-1.28
07402262-3735287,665,NGC2451a,115.09425,-37.5913,85.78,4515,2.426,1.026,11.77,120.87,0.27,-1.25
07402422-3716505,665,NGC2451a,115.10092,-37.2807,34.04,4838,2.332,1.012,13.446,113.17,0.38,-1.93
07402423-3744280,665,NGC2451a,115.10096,-37.7411,37.13,5019,2.957,1.007,13.468,128.28,0.34,-1.89
07402457-3728535,665,NGC2451a,115.10237,-37.4815,40.38,4629,2.82,1.022,12.621,49.96,0.3,-1.58
07402530-3721014,665,NGC2451a,115.10542,-37.3504,27.84,4856,3.058,0.998,13.579,115.25,0.38,-2
07402560-3720261,665,NGC2451a,115.10667,-37.3406,36.43,4546,4.54,0.927,13.096,84.55,0.35,-1.71
07402650-3740235,665,NGC2451a,115.11042,-37.6732,37.96,4548,2.722,1.003,11.69,90.13,0.33,-1.19
07402928-3718034,665,NGC2451a,115.122,-37.3009,41.31,4958,3.273,0.995,13.179,73.52,0.35,-1.81
07403069-3737340,665,NGC2451a,115.12788,-37.6261,71.61,4803,2.565,1.016,10.798,20.31,0.26,-0.81
07403076-3747195,665,NGC2451a,115.12817,-37.7888,67.03,4571,2.689,1.021,11.036,93.87,0.26,-0.92
07403139-3708048,665,NGC2451a,115.13079,-37.1347,40.63,5293,3.034,1.024,13.073,102.55,0.37,-1.75
07403148-3741028,665,NGC2451a,115.13117,-37.6841,25.84,4397,4.55,0.922,12.964,-3.27,0.49,-1.7
07403196-3726182,665,NGC2451a,115.13317,-37.4384,58.94,4772,2.4,1.014,11.399,65.83,0.28,-1.1
07403256-3740389,665,NGC2451a,115.13567,-37.6775,45.98,4740,2.68,1.009,11.35,73.33,0.3,-1.04
07403290-3717052,665,NGC2451a,115.13708,-37.2848,58.86,4783,2.833,1.004,12.685,135.82,0.27,-1.61
07403319-3716253,665,NGC2451a,115.13829,-37.2737,54.65,4441,2.455,1.023,12.492,75.67,0.26,-1.56
07403367-3724190,665,NGC2451a,115.14029,-37.4053,128.33,6029,4.172,0.997,11.01,72.64,0.28,-0.53
07403433-3742040,665,NGC2451a,115.14304,-37.7011,30.07,4860,2.566,1.012,13.194,139.27,0.43,-1.79
07403552-3706119,665,NGC2451a,115.148,-37.1033,28.85,4878,2.806,1.003,13.437,133.99,0.45,-1.92
07403592-3712588,665,NGC2451a,115.14967,-37.2163,57.31,4855,2.643,1.02,11.506,36.43,0.28,-1.16
07403889-3720220,665,NGC2451a,115.16204,-37.3394,67.85,4888,2.647,1.008,12.321,108.72,0.29,-1.47
07404197-3727585,665,NGC2451a,115.17488,-37.4663,75.71,5432,3.97,1.002,12.348,59.65,0.29,-1.39
07404210-3709068,665,NGC2451a,115.17542,-37.1519,78.59,5002,2.457,1.019,11.22,24.75,0.37,-1
07404337-3710350,665,NGC2451a,115.18071,-37.1764,22.26,3485,4.718,0.805,13.319,23.36,0.35,-1.92
07404341-3717587,665,NGC2451a,115.18088,-37.2996,43.36,4803,2.724,1.008,12.932,92.75,0.32,-1.73
07404360-3707405,665,NGC2451a,115.18167,-37.1279,47.78,5154,3.667,0.997,12.267,82.56,0.55,-1.37
07404373-3712259,665,NGC2451a,115.18221,-37.2072,82.48,4171,4.622,0.899,12.299,-2.74,0.26,-1.39
07404396-3721147,665,NGC2451a,115.18317,-37.3541,69.07,4782,2.536,1.018,11.268,46.67,0.26,-1.05
07404470-3716208,665,NGC2451a,115.18625,-37.2724,97.09,5015,2.741,1.014,10.87,36.89,0.25,-0.86
07404597-3723242,665,NGC2451a,115.19154,-37.3901,78.09,5436,3.941,1.007,11.467,72.23,0.69,-1.04
07404629-3711034,665,NGC2451a,115.19288,-37.1843,47.83,4919,3.214,1.002,13.151,70.31,0.3,-1.77
07404636-3715315,665,NGC2451a,115.19317,-37.2587,60.36,4897,2.694,1.008,12.634,116.12,0.31,-1.56
07404648-3722365,665,NGC2451a,115.19367,-37.3768,52.07,5004,2.628,1.017,12.897,123.65,0.32,-1.69
07404792-3726331,665,NGC2451a,115.19967,-37.4425,92.49,5113,3.81,0.999,11.741,59.6,0.27,-1.01
07404863-3724396,665,NGC2451a,115.20263,-37.411,73.34,4690,2.831,1.022,11.882,62.39,0.26,-1.31
07404960-3717240,665,NGC2451a,115.20667,-37.29,48.27,4653,2.297,1.015,11.556,57.04,0.29,-1.17
07404978-3719309,665,NGC2451a,115.20742,-37.3252,167.48,5269,4.496,0.986,10.107,21.86,0.25,-0.3
07405066-3715288,665,NGC2451a,115.21108,-37.258,75.12,4606,2.595,1.011,11.823,87.06,0.26,-1.27
07405110-3726245,665,NGC2451a,115.21292,-37.4401,33.9,5028,2.758,1.01,13.345,120.22,0.4,-1.88
07405134-3730206,665,NGC2451a,115.21392,-37.5057,6.14,4186,4.874,-999,12.952,-15.95,3.44,-1.8
07405234-3708384,665,NGC2451a,115.21808,-37.144,45.61,4805,2.646,1.033,13.107,52.15,0.32,-1.76
07405464-3718494,665,NGC2451a,115.22767,-37.3137,37.77,4883,3.173,1.025,13.598,150.49,0.62,-1.94
07405738-3727510,665,NGC2451a,115.23908,-37.4642,34.7,5329,3.067,1.01,13.56,113.95,0.8,-1.92
07405785-3712198,665,NGC2451a,115.24104,-37.2055,55.48,5536,3.801,1.008,12.341,2.85,0.38,-1.37
07405800-3715155,665,NGC2451a,115.24167,-37.2543,60.81,4908,3.16,1.009,11.527,45.42,0.28,-1.13
07405859-3716550,665,NGC2451a,115.24413,-37.2819,41.09,4894,2.918,1.018,13.161,134.24,0.41,-1.8
07405889-3713266,665,NGC2451a,115.24538,-37.2241,130.74,4845,4.885,0.959,10.907,32.22,0.25,-0.72
07405903-3719329,665,NGC2451a,115.24596,-37.3258,64.83,5054,3.74,1,11.698,51.08,0.31,-1.14
07410099-3727149,665,NGC2451a,115.25413,-37.4541,55.02,4931,2.71,1.013,11.683,45.5,0.29,-1.19
07410232-3707142,665,NGC2451a,115.25967,-37.1206,76.36,4927,3.25,1.008,11.376,54.22,0.38,-1.03
07410261-3720016,665,NGC2451a,115.26088,-37.3338,167.54,6762,3.71,1.01,10.856,-13.36,0.28,-0.52
07410442-3716597,665,NGC2451a,115.26842,-37.2833,68.33,4778,2.658,1.019,12.444,124.15,0.28,-1.49
07410469-3708479,665,NGC2451a,115.26954,-37.1466,55.37,5019,2.624,1.015,12.696,142.59,0.3,-1.6
07410495-3729071,665,NGC2451a,115.27063,-37.4853,50.52,4930,2.811,1.045,11.405,46.68,0.3,-1.07
07410502-3717158,665,NGC2451a,115.27092,-37.2877,48.62,5027,2.801,1.005,13.155,82.46,0.34,-1.77
07410638-3726097,665,NGC2451a,115.27658,-37.436,44.06,4861,2.803,1.006,13.248,119.17,0.39,-1.82
07410641-3721061,665,NGC2451a,115.27671,-37.3517,40.28,4850,2.557,1.013,13.291,88.29,0.32,-1.84
